target,timestamp
3.2921356971480797,2018-01-01 00:00:00
3.2919696515277583,2018-01-01 01:00:00
3.291806894417872,2018-01-01 02:00:00
3.2916662549500644,2018-01-01 03:00:00
3.2915905931043676,2018-01-01 04:00:00
3.2916211433394476,2018-01-01 05:00:00
3.291807424878362,2018-01-01 06:00:00
3.2922274958881443,2018-01-01 07:00:00
3.2929721315970752,2018-01-01 08:00:00
3.2940806940215186,2018-01-01 09:00:00
3.295473999243617,2018-01-01 10:00:00
3.2969500549967803,2018-01-01 11:00:00
3.2982648051670185,2018-01-01 12:00:00
3.299248005600994,2018-01-01 13:00:00
3.2998710094966976,2018-01-01 14:00:00
3.3002217564330962,2018-01-01 15:00:00
3.3004187170372585,2018-01-01 16:00:00
3.3005403764205825,2018-01-01 17:00:00
3.300621037437632,2018-01-01 18:00:00
3.3006953787752824,2018-01-01 19:00:00
3.3008300187134196,2018-01-01 20:00:00
3.3011005995930995,2018-01-01 21:00:00
3.3015337658992903,2018-01-01 22:00:00
3.3020726046915314,2018-01-01 23:00:00
3.3026034134460325,2018-01-02 00:00:00
3.3030235987226257,2018-01-02 01:00:00
3.3032938618768486,2018-01-02 02:00:00
3.303437713817651,2018-01-02 03:00:00
3.3035047449628854,2018-01-02 04:00:00
3.3035448677379895,2018-01-02 05:00:00
3.3036181276696173,2018-01-02 06:00:00
3.3038148420311595,2018-01-02 07:00:00
3.3042396117139035,2018-01-02 08:00:00
3.3049469663893003,2018-01-02 09:00:00
3.3058739861056208,2018-01-02 10:00:00
3.3068358254290984,2018-01-02 11:00:00
3.3076062964479056,2018-01-02 12:00:00
3.308033599187074,2018-01-02 13:00:00
3.308107916224015,2018-01-02 14:00:00
3.3079361340063618,2018-01-02 15:00:00
3.3076554705665995,2018-01-02 16:00:00
3.307362655180567,2018-01-02 17:00:00
3.3071094834535666,2018-01-02 18:00:00
3.306947172339994,2018-01-02 19:00:00
3.306957721166725,2018-01-02 20:00:00
3.307230764501742,2018-01-02 21:00:00
3.307805307510547,2018-01-02 22:00:00
3.308634960402717,2018-01-02 23:00:00
3.309614568646554,2018-01-03 00:00:00
3.3106480288036426,2018-01-03 01:00:00
3.3117004040178175,2018-01-03 02:00:00
3.3127973540649354,2018-01-03 03:00:00
3.31398831999927,2018-01-03 04:00:00
3.315320718105088,2018-01-03 05:00:00
3.316849758711715,2018-01-03 06:00:00
3.318658629430298,2018-01-03 07:00:00
3.32084255232869,2018-01-03 08:00:00
3.3234444650697847,2018-01-03 09:00:00
3.326387703298553,2018-01-03 10:00:00
3.3294716601091876,2018-01-03 11:00:00
3.3324525944393075,2018-01-03 12:00:00
3.3351596364390463,2018-01-03 13:00:00
3.337562640022104,2018-01-03 14:00:00
3.339747108091829,2018-01-03 15:00:00
3.3418279920707237,2018-01-03 16:00:00
3.3438790677153745,2018-01-03 17:00:00
3.345928746990873,2018-01-03 18:00:00
3.3480047337910035,2018-01-03 19:00:00
3.350165678593922,2018-01-03 20:00:00
3.3524782825579544,2018-01-03 21:00:00
3.3549592534542994,2018-01-03 22:00:00
3.3575407721543438,2018-01-03 23:00:00
3.3600973925097515,2018-01-04 00:00:00
3.362514145828882,2018-01-04 01:00:00
3.3647389171497584,2018-01-04 02:00:00
3.3667820769574885,2018-01-04 03:00:00
3.368679818648534,2018-01-04 04:00:00
3.3704684907839146,2018-01-04 05:00:00
3.3721945567940352,2018-01-04 06:00:00
3.373934900546164,2018-01-04 07:00:00
3.375780950073285,2018-01-04 08:00:00
3.3777743590701625,2018-01-04 09:00:00
3.3798396579163708,2018-01-04 10:00:00
3.381779900793397,2018-01-04 11:00:00
3.383357497982421,2018-01-04 12:00:00
3.3844102432495147,2018-01-04 13:00:00
3.384919122947954,2018-01-04 14:00:00
3.3849830989128034,2018-01-04 15:00:00
3.3847326928663035,2018-01-04 16:00:00
3.3842591353910922,2018-01-04 17:00:00
3.3836099806356703,2018-01-04 18:00:00
3.3828335832939214,2018-01-04 19:00:00
3.3820105477510394,2018-01-04 20:00:00
3.3812305705956103,2018-01-04 21:00:00
3.3805340968517887,2018-01-04 22:00:00
3.379877497042629,2018-01-04 23:00:00
3.3791597203890733,2018-01-05 00:00:00
3.378290182940573,2018-01-05 01:00:00
3.3772409170876276,2018-01-05 02:00:00
3.3760459407280035,2018-01-05 03:00:00
3.374764312245496,2018-01-05 04:00:00
3.3734541998978145,2018-01-05 05:00:00
3.372182620187986,2018-01-05 06:00:00
3.37104554681295,2018-01-05 07:00:00
3.3701518290438433,2018-01-05 08:00:00
3.369558651939178,2018-01-05 09:00:00
3.3692039872063417,2018-01-05 10:00:00
3.3689021139437383,2018-01-05 11:00:00
3.368424416843399,2018-01-05 12:00:00
3.367615434189517,2018-01-05 13:00:00
3.3664606785653506,2018-01-05 14:00:00
3.365061388102421,2018-01-05 15:00:00
3.3635480605675263,2018-01-05 16:00:00
3.3620095922459745,2018-01-05 17:00:00
3.3604889613626834,2018-01-05 18:00:00
3.359027837928201,2018-01-05 19:00:00
3.357698180735314,2018-01-05 20:00:00
3.3565792089273847,2018-01-05 21:00:00
3.355699181518081,2018-01-05 22:00:00
3.3550007350589977,2018-01-05 23:00:00
3.3543677615868552,2018-01-06 00:00:00
3.3536935673463164,2018-01-06 01:00:00
3.3529332919328407,2018-01-06 02:00:00
3.3521035145797113,2018-01-06 03:00:00
3.3512455234118725,2018-01-06 04:00:00
3.3503996096874644,2018-01-06 05:00:00
3.349615057501728,2018-01-06 06:00:00
3.3489705079226013,2018-01-06 07:00:00
3.3485580974501445,2018-01-06 08:00:00
3.3484190908113662,2018-01-06 09:00:00
3.348476489187537,2018-01-06 10:00:00
3.3485307414739167,2018-01-06 11:00:00
3.3483407808626273,2018-01-06 12:00:00
3.3477403182970242,2018-01-06 13:00:00
3.3467058493921082,2018-01-06 14:00:00
3.3453314964450573,2018-01-06 15:00:00
3.343742561103373,2018-01-06 16:00:00
3.342024667927406,2018-01-06 17:00:00
3.3402194772225524,2018-01-06 18:00:00
3.33836933511306,2018-01-06 19:00:00
3.336548873830593,2018-01-06 20:00:00
3.3348419179229376,2018-01-06 21:00:00
3.3332831454790246,2018-01-06 22:00:00
3.331823300932345,2018-01-06 23:00:00
3.3303559722272187,2018-01-07 00:00:00
3.328785658876136,2018-01-07 01:00:00
3.3270800685067834,2018-01-07 02:00:00
3.3252695422322027,2018-01-07 03:00:00
3.3234100997954696,2018-01-07 04:00:00
3.321557505642083,2018-01-07 05:00:00
3.3197770481832993,2018-01-07 06:00:00
3.318163694578273,2018-01-07 07:00:00
3.316825987967195,2018-01-07 08:00:00
3.3158214007268096,2018-01-07 09:00:00
3.3150886629515752,2018-01-07 10:00:00
3.314443247739255,2018-01-07 11:00:00
3.31365825562607,2018-01-07 12:00:00
3.312580593930982,2018-01-07 13:00:00
3.3111988458765165,2018-01-07 14:00:00
3.309617919030794,2018-01-07 15:00:00
3.307972375519448,2018-01-07 16:00:00
3.306355385574629,2018-01-07 17:00:00
3.304814323880196,2018-01-07 18:00:00
3.3033953645866703,2018-01-07 19:00:00
3.302175041384691,2018-01-07 20:00:00
3.3012370971229545,2018-01-07 21:00:00
3.300614087605972,2018-01-07 22:00:00
3.300252581652922,2018-01-07 23:00:00
3.300039999348141,2018-01-08 00:00:00
3.2998727988899885,2018-01-08 01:00:00
3.2997089048378383,2018-01-08 02:00:00
3.299567248356735,2018-01-08 03:00:00
3.2994909216661243,2018-01-08 04:00:00
